,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,sqft_living15,sqft_lot15,renovated_or_not,stye
355,375000.0,4,1.75,2200,7475,1.0,0,0,5,7,1100,1100,1600,5766,0,1
356,300000.0,4,2.5,1910,4862,2.0,0,0,3,7,1910,0,2010,5091,0,3
357,420000.0,4,1.0,1750,9600,1.5,0,0,4,7,1750,0,1750,10530,0,1
359,679900.0,3,2.5,2440,5750,2.0,0,2,3,9,1980,460,1520,5750,0,3
361,380000.0,5,2.5,2760,11340,2.0,0,0,4,9,2760,0,2470,11340,0,2
362,329500.0,4,2.5,1820,7912,2.0,0,0,3,7,1820,0,1820,8168,0,3
363,604950.0,3,2.5,2110,5608,1.0,0,0,3,8,1340,770,2040,9363,0,3
364,795000.0,5,2.5,3040,9570,1.0,0,2,4,8,1640,1400,2920,8800,0,2
369,338000.0,4,3.0,2090,7500,1.0,0,0,3,7,1370,720,1810,7650,0,2
370,280000.0,3,2.25,1430,7222,2.0,0,0,3,7,1430,0,1430,7220,0,3
371,315000.0,4,2.25,2180,10754,1.0,0,0,5,7,1100,1080,1810,6929,0,1
372,530000.0,4,2.25,2180,10754,1.0,0,0,5,7,1100,1080,1810,6929,0,1
373,380000.0,5,3.0,3450,9914,2.0,0,0,3,9,3450,0,2860,9721,0,3
374,297000.0,3,2.25,1450,7562,2.0,0,0,3,7,1450,0,1650,7625,0,3
375,730000.0,4,2.5,3230,7331,2.0,0,0,3,10,3230,0,3480,7447,0,3
376,450000.0,3,1.75,1640,13500,1.0,0,0,3,7,1110,530,1770,12600,0,1
377,275000.0,3,3.0,1590,7750,1.0,0,0,3,7,1060,530,1680,7500,0,3
378,595000.0,4,2.0,2020,2849,2.0,0,0,3,7,2020,0,1910,3120,0,2
379,435000.0,3,1.5,1300,3348,1.5,0,0,3,7,1300,0,1590,2577,1,0
381,950000.0,3,3.0,4040,14338,2.0,0,0,3,10,3030,1010,3360,14142,0,2
382,389000.0,4,2.25,2130,5337,2.0,0,0,3,7,2130,0,2300,6930,0,3
383,560000.0,4,2.25,2550,7800,1.0,0,0,3,8,1580,970,2420,8050,0,2
385,799000.0,4,2.25,2510,11585,2.0,0,0,4,8,2510,0,2450,9691,0,2
386,365500.0,3,2.0,1410,9600,1.0,0,0,4,7,1410,0,1410,9600,0,2
387,252350.0,3,2.0,1650,7352,1.0,0,0,3,7,1160,490,1710,7350,0,2
388,403950.0,4,2.5,2120,13780,2.0,0,0,3,8,2120,0,1880,12000,0,3
389,385000.0,4,1.5,2040,10726,1.0,0,0,3,7,1380,660,1610,10020,0,1
390,345000.0,4,1.0,1550,7620,1.5,0,0,3,7,1550,0,1450,7620,0,1
391,490000.0,3,2.75,1980,3128,2.0,0,0,4,9,1980,0,1950,2856,0,2
393,927000.0,4,2.75,3300,12090,2.0,0,0,3,8,3300,0,3180,12239,0,1
395,330000.0,2,1.0,1220,10000,1.0,0,0,5,7,1220,0,2000,9600,0,1
396,530000.0,5,2.25,2720,8800,1.0,0,0,4,7,1500,1220,2110,8800,0,2
397,365000.0,4,2.0,1940,25600,1.0,0,0,1,8,1940,0,2000,10071,0,2
398,378750.0,3,2.5,2160,3000,1.5,0,0,3,7,1260,900,1060,3500,1,0
399,269900.0,4,1.75,1530,8750,1.5,0,0,4,7,1530,0,1390,8750,0,2
400,557000.0,3,3.5,1710,2096,2.0,0,0,3,8,1290,420,1630,1543,0,3
402,352000.0,2,1.0,940,5000,1.0,0,0,4,7,940,0,1560,4500,0,1
404,322500.0,4,2.5,1820,6753,2.0,0,0,3,7,1820,0,1820,7107,0,3
405,650000.0,3,3.25,1510,2000,2.0,0,0,3,9,1330,180,1510,1352,0,3
406,450000.0,3,2.0,1290,1213,3.0,0,0,3,8,1290,0,1290,3235,0,3
407,278500.0,3,2.0,1570,5250,1.0,0,0,3,7,1570,0,1570,5250,0,3
408,364950.0,4,2.5,1930,6957,2.0,0,0,3,8,1930,0,2090,6996,0,3
410,268000.0,3,2.5,1550,8134,2.0,0,0,3,7,1550,0,1550,8134,0,3
413,577500.0,3,2.5,2000,7251,2.0,0,0,3,9,2000,0,2450,8118,0,3
414,339000.0,4,1.5,2390,7480,1.5,0,2,3,7,2390,0,2850,6867,0,0
417,423000.0,4,2.25,2200,9351,1.0,0,0,5,7,1290,910,1910,8660,0,2
418,355000.0,3,2.25,1860,5028,2.0,0,0,3,8,1860,0,2320,5465,0,3
420,482000.0,2,1.0,950,3960,1.0,0,0,3,7,950,0,1320,4050,0,1
421,625000.0,3,1.75,1600,9135,1.0,0,0,5,7,1600,0,1580,9800,0,1
422,538000.0,3,2.5,2250,11632,2.0,0,0,3,8,2250,0,2360,11632,0,3
423,380000.0,3,2.5,2280,10255,2.0,0,0,4,8,2280,0,2310,10094,0,2
424,375000.0,2,1.0,940,5120,1.0,0,0,3,7,940,0,1300,5120,0,0
425,245000.0,3,2.5,1530,8500,1.0,0,0,5,7,1030,500,1850,8140,0,3
428,397000.0,4,2.0,1440,7680,1.0,0,0,3,7,1200,240,1460,9660,0,2
429,365000.0,3,2.5,2200,4052,2.0,0,0,3,8,2200,0,2310,5082,0,3
430,328500.0,4,3.0,2290,8250,2.0,0,0,3,9,2290,0,2290,8250,0,3
432,1000000.0,4,2.5,2610,3277,1.5,0,0,5,8,1920,690,1810,3277,0,0
433,237000.0,3,2.5,1490,2138,2.0,0,0,3,7,1490,0,1490,2094,0,3
434,525000.0,4,2.5,2450,5280,2.0,0,0,3,8,2450,0,2300,4674,0,3
435,749000.0,4,2.5,1710,9627,1.0,0,0,3,9,1440,270,2140,9131,1,2
436,722500.0,5,2.5,4870,11800,2.0,0,0,3,10,3470,1400,3180,11398,0,2
437,843000.0,3,2.5,3130,8750,2.0,0,0,3,10,3130,0,2860,9003,0,3
438,438000.0,2,2.0,1270,1372,3.0,0,0,3,8,1270,0,1610,3090,0,3
439,578000.0,3,1.75,2120,10875,1.0,0,2,3,8,1540,580,2460,11760,0,2
440,227950.0,3,1.5,1670,8230,1.0,0,0,5,7,1670,0,2077,4910,0,1
441,196000.0,3,2.25,2070,11576,2.0,0,0,3,7,2070,0,1890,7519,0,2
442,641000.0,2,1.0,1420,5332,1.0,0,0,3,8,1070,350,2400,5406,0,1
444,205000.0,3,1.0,940,7980,1.0,0,0,4,7,940,0,1150,8050,0,2
445,400000.0,3,1.75,1920,9102,1.0,0,0,3,7,1920,0,1920,9760,0,2
447,505000.0,3,2.0,1260,5460,1.0,0,0,3,7,1260,0,1510,5460,0,2
448,475000.0,5,2.5,2340,7200,1.0,0,0,3,7,1300,1040,1930,7221,0,2
449,520000.0,3,2.25,2590,9263,1.0,0,0,5,8,1440,1150,2580,9450,0,2
451,333500.0,3,1.75,1220,9732,1.0,0,0,3,7,1220,0,1630,10007,0,2
452,232000.0,3,1.0,1400,10403,1.0,0,0,4,6,1400,0,1230,10209,0,2
453,691100.0,3,2.75,2360,16117,1.0,0,0,4,8,1710,650,2120,16117,0,2
454,811000.0,3,1.75,1870,9897,1.0,0,0,4,8,1870,0,1900,10005,0,2
455,551000.0,3,2.5,2830,5802,2.0,0,0,3,9,2830,0,2500,5788,0,3
456,496500.0,3,2.5,2260,3640,2.0,0,0,3,8,2260,0,2350,3710,0,3
458,578000.0,4,2.5,3140,9225,1.0,0,2,5,9,1770,1370,2460,9600,0,2
459,255000.0,3,1.75,1240,8659,1.0,0,0,5,7,1240,0,1490,8223,0,2
460,1050000.0,4,3.5,3450,7832,2.0,0,0,3,10,3450,0,3220,8567,0,3
461,348000.0,3,2.25,2570,8491,2.0,0,0,4,8,2570,0,2400,8049,0,3
462,230000.0,3,2.0,1510,3413,2.0,0,0,3,7,1510,0,1570,3777,0,2
463,359500.0,4,2.25,2390,11250,2.0,0,0,3,9,2390,0,2480,11250,0,3
464,330000.0,3,1.0,980,7000,1.0,0,0,3,6,980,0,1220,7000,0,1
466,465000.0,3,1.75,1480,6360,1.0,0,0,3,7,1480,0,1480,6360,0,1
467,325000.0,4,2.5,1850,7324,2.0,0,0,3,8,1850,0,2100,7329,0,3
468,340500.0,3,2.0,2270,28025,1.0,0,0,4,7,1920,350,1770,14833,0,1
469,342500.0,3,2.5,1810,5192,2.0,0,0,3,8,1810,0,1810,6200,0,3
470,290900.0,2,2.0,1610,17600,2.0,0,0,3,6,1610,0,1310,12950,1,1
471,868700.0,3,4.25,3840,6161,2.0,0,0,3,10,3840,0,3230,7709,0,3
474,859900.0,4,2.75,3390,6298,2.0,0,0,3,9,3390,0,3390,7111,0,3
475,520000.0,4,2.25,1890,3006,2.0,0,0,3,7,1890,0,1580,3000,0,3
476,460000.0,3,2.5,1610,2527,2.0,0,2,3,9,1080,530,1610,4173,0,3
477,438924.0,3,1.5,1050,4590,1.0,0,0,3,7,850,200,1770,5400,0,1
478,315000.0,2,1.0,630,6550,1.0,0,0,3,5,630,0,1420,6550,0,0
479,590000.0,4,2.75,2910,10650,1.0,0,2,3,8,1780,1130,2920,10988,0,2
480,378500.0,4,1.75,1700,8640,1.0,0,0,3,7,850,850,1620,9000,0,1
481,328500.0,3,2.5,1950,8130,2.0,0,0,4,9,1950,0,2350,7691,0,3
482,849950.0,3,3.0,2990,9773,2.0,0,0,4,8,2990,0,2230,11553,0,2
483,525000.0,3,1.5,1350,6000,1.0,0,2,3,7,900,450,1730,6012,0,1
485,295000.0,4,2.5,2160,7725,1.0,0,0,4,8,1460,700,2060,8250,0,2
487,207950.0,2,2.0,890,5000,1.0,0,0,3,6,890,0,1860,5000,0,0
488,699900.0,4,2.75,2810,7302,2.0,0,0,3,9,2810,0,2820,7302,0,3
490,452000.0,4,1.5,1580,7350,1.0,0,0,4,7,960,620,1560,7350,0,2
491,370000.0,3,2.0,1680,5036,1.0,0,1,4,7,1680,0,1680,4921,0,3
492,232000.0,3,1.75,1300,11230,1.0,0,0,5,7,1300,0,1300,10794,0,2
493,669950.0,5,2.5,2820,14062,2.0,0,0,4,7,2380,440,1910,10392,0,2
494,397500.0,3,2.0,1510,6710,1.0,0,0,3,7,1070,440,1660,6600,0,2
495,490000.0,2,2.5,1230,1391,2.0,0,0,3,8,870,360,1240,1350,0,3
496,725000.0,4,2.0,2110,4140,2.0,0,0,3,9,1710,400,1440,4420,1,0
497,299000.0,3,2.75,3080,19635,1.0,0,2,4,7,1610,1470,2424,12410,0,2
498,625000.0,2,1.5,1490,5750,1.5,0,0,4,7,1190,300,1590,4025,0,0
499,437500.0,3,2.5,2120,4500,2.0,0,0,3,7,2120,0,2530,4816,0,3
500,650000.0,4,2.5,3180,5438,2.0,0,0,3,9,3180,0,3030,5335,0,3
501,475000.0,2,1.0,1490,3825,1.0,0,0,3,7,860,630,1460,3825,0,1
502,342000.0,3,2.0,1930,11947,1.0,0,0,4,8,1930,0,2200,12825,0,2
504,280000.0,3,1.5,1670,11610,1.0,0,0,4,7,1670,0,1930,10200,0,2
505,240000.0,2,1.75,1330,7200,1.0,0,0,3,7,1330,0,1450,11682,0,3
506,529000.0,3,1.0,1210,3328,1.5,0,0,4,7,1210,0,1640,3333,0,0
507,442000.0,3,1.0,1190,5100,1.0,0,0,4,7,1030,160,1690,5100,0,1
508,615000.0,2,1.0,1540,6872,1.0,0,0,4,7,820,720,1420,5538,0,1
510,585000.0,4,1.75,2430,7559,1.0,0,0,4,8,1580,850,1980,8750,0,2
511,480000.0,4,2.5,2600,7787,2.0,0,0,3,8,2600,0,2830,7787,0,3
513,290000.0,4,1.0,1330,8184,1.5,0,0,3,7,1330,0,1220,660,0,1
514,615000.0,3,1.75,1900,5000,1.0,0,0,5,7,950,950,1770,5000,0,1
515,300000.0,2,1.0,1100,7680,1.0,0,0,4,7,1100,0,1460,7680,0,1
516,308000.0,3,1.0,1980,39150,1.5,0,0,3,6,1580,400,1860,11811,0,1
517,750000.0,3,2.5,2400,7745,2.0,0,0,3,9,2400,0,2080,8615,0,3
520,288000.0,3,1.0,1190,7560,1.0,0,0,5,6,1190,0,1190,7560,0,2
521,190000.0,2,1.0,630,6000,1.0,0,0,3,6,630,0,1470,6840,1,1
522,515000.0,5,3.0,2530,5105,1.0,0,0,3,8,1520,1010,2290,4011,0,3
523,235000.0,4,1.5,1690,11054,1.0,0,0,4,5,1690,0,1690,9040,0,1
524,275000.0,2,1.0,940,5000,1.0,0,0,3,6,940,0,940,5000,0,1
525,727500.0,2,2.0,1240,9119,1.0,0,0,4,7,1240,0,1380,9121,0,1
526,650000.0,4,2.5,3040,6587,2.0,0,0,3,7,3040,0,2740,6587,0,3
528,365000.0,4,1.0,1590,7085,1.5,0,0,3,6,1590,0,1320,7085,0,1
530,270500.0,3,2.5,1780,7848,1.0,0,0,3,7,1320,460,1680,7848,0,2
531,200000.0,2,1.5,1360,1898,2.0,0,0,3,7,1360,0,1360,1898,0,2
533,160000.0,3,1.5,1010,9600,1.0,0,0,4,7,1010,0,1400,9660,0,2
534,204000.0,3,1.0,1040,7405,1.0,0,0,4,6,1040,0,1580,7405,0,2
535,358000.0,3,2.25,1610,6655,2.0,0,0,4,7,1610,0,1780,7529,0,2
536,452000.0,4,1.75,1570,8268,1.0,0,0,3,7,1570,0,1870,8190,0,2
537,595000.0,2,2.0,1510,4000,1.0,0,0,4,7,1010,500,1920,4000,0,0
538,249000.0,3,2.0,1360,6082,1.0,0,0,3,7,1360,0,1360,6987,0,3
539,346900.0,4,2.5,1970,5106,2.0,0,0,3,8,1970,0,2230,5109,0,3
541,280000.0,4,2.5,1560,4350,2.0,0,0,3,7,1560,0,1560,4350,0,3
542,318888.0,4,1.75,2320,12000,1.0,0,0,4,8,2270,50,2120,9880,0,2
543,530000.0,3,2.25,2120,40518,1.0,0,0,3,8,2120,0,2480,13492,0,2
544,375000.0,3,2.25,2120,18500,2.0,0,0,4,8,2120,0,2120,14479,0,2
546,782000.0,4,2.5,2380,9614,2.0,0,0,4,10,2380,0,2560,9770,0,3
547,259950.0,2,2.0,1070,649,2.0,0,0,3,9,720,350,1070,928,0,3
548,315000.0,4,2.75,2300,18360,1.0,0,0,4,7,1560,740,1870,9588,0,2
549,215000.0,2,1.0,1320,8865,1.0,0,0,4,6,1320,0,1190,6490,0,1
550,705000.0,3,1.75,2180,10221,1.0,0,2,4,7,1140,1040,2180,8535,0,1
552,451000.0,3,1.75,1790,9813,2.0,0,0,3,7,1790,0,1520,10125,0,1
553,261000.0,2,1.0,750,8125,1.0,0,0,4,6,750,0,1340,8750,0,1
554,396000.0,3,1.5,1300,8280,1.0,0,0,5,7,1300,0,1570,8692,0,1
557,238000.0,4,1.0,1400,7242,1.5,0,0,3,7,1400,0,1310,7314,0,2
558,750000.0,6,1.75,2750,9563,2.0,0,0,4,8,2750,0,2040,9563,0,2
559,331500.0,4,2.5,2050,10271,2.0,0,0,3,7,2050,0,2050,8103,0,3
562,880000.0,3,2.5,2870,5163,2.0,0,0,3,9,2870,0,1630,7995,0,3
563,863000.0,4,2.5,4120,22370,2.0,0,0,3,10,4120,0,3180,7257,0,3
564,638700.0,3,1.75,2080,9162,1.0,0,0,3,7,1370,710,1870,8944,0,2
565,435000.0,3,2.5,1840,5680,2.0,0,0,3,7,1840,0,1600,4697,0,3
566,260000.0,3,1.0,1180,5350,1.5,0,0,4,6,1180,0,1490,5350,0,2
567,671500.0,5,2.75,2160,4000,1.5,0,0,5,7,1530,630,2040,4000,0,0
568,610000.0,3,1.0,1180,3400,1.5,0,0,3,8,1180,0,1440,3400,0,0
570,338900.0,4,2.5,1830,5612,2.0,0,0,3,7,1830,0,1830,5998,0,3
571,720000.0,4,4.0,3200,7708,2.0,0,0,3,10,3200,0,3480,7944,0,3
572,442000.0,5,3.0,2560,5445,1.5,0,0,4,7,1760,800,1080,5445,0,0
573,650000.0,5,2.75,2550,5040,1.5,0,0,5,8,2550,0,1590,3840,0,0
574,263500.0,3,1.75,1330,9917,1.0,0,0,3,7,1040,290,1330,9081,0,2
576,266000.0,3,2.5,1805,3402,2.0,0,0,3,7,1805,0,2095,3402,0,3
578,530000.0,4,2.5,2320,5493,2.0,0,0,3,8,2320,0,2450,5471,0,3
579,180000.0,3,1.0,1384,8960,1.0,0,0,4,6,1384,0,1000,8470,0,2
580,619000.0,3,2.5,2720,6439,2.0,0,0,3,9,2720,0,3180,7320,0,3
581,264000.0,3,1.5,1820,10608,1.0,0,0,4,7,1820,0,1380,8976,0,2
582,730000.0,2,2.25,2130,4920,1.5,0,4,4,7,1530,600,2130,4920,0,1
583,439000.0,4,2.25,2060,10070,2.0,0,0,3,7,2060,0,2060,8155,0,2
584,268500.0,4,1.75,1420,7500,1.0,0,0,4,7,1080,340,1500,7260,0,2
585,330000.0,3,1.75,1510,15744,1.0,0,0,3,7,1510,0,1470,15744,0,2
586,640000.0,3,2.5,2160,4000,1.5,0,0,3,8,1960,200,2160,5120,1,0
587,900000.0,3,2.5,3180,12600,2.0,0,0,4,11,3180,0,3030,12835,0,2
588,370000.0,3,2.25,2110,13300,2.0,0,0,4,8,2110,0,2470,14000,0,2
589,685000.0,3,2.0,2060,2900,1.5,0,0,5,8,1330,730,1910,3900,0,1
592,290000.0,3,2.5,1610,2937,2.0,0,0,3,8,1610,0,1610,3049,0,3
593,296000.0,4,2.5,1780,3600,2.0,0,0,3,7,1780,0,2020,3802,0,3
594,360000.0,4,2.5,1840,9611,2.0,0,0,3,7,1840,0,1830,8505,0,3
595,240500.0,3,1.75,1460,10584,1.0,0,0,3,7,990,470,1220,12012,0,3
596,372500.0,2,2.5,1400,2958,2.0,0,0,3,8,1400,0,1540,2385,0,3
597,595000.0,3,2.5,3370,14402,2.0,0,2,3,9,3370,0,3330,9691,0,3
598,515000.0,4,3.0,3590,8249,2.0,0,0,3,9,3590,0,2860,7995,0,3
600,507000.0,2,1.75,1670,6460,1.0,0,0,3,8,1670,0,2170,6254,0,3
602,185000.0,3,1.75,1430,10816,2.0,0,0,3,7,1430,0,1560,10816,0,3
603,460000.0,3,1.75,1440,7070,1.0,0,0,3,7,1440,0,1440,7210,0,2
604,435500.0,3,2.25,1450,4789,2.0,0,0,3,7,1450,0,1560,4490,0,2
605,469000.0,4,2.75,3550,13938,1.0,0,0,5,8,2100,1450,2050,9000,0,2
606,531000.0,2,3.0,1270,1175,2.0,0,0,3,8,1110,160,1290,1800,0,3
607,443500.0,2,1.0,940,6804,1.0,0,0,3,7,940,0,1150,6930,0,1
608,223000.0,3,2.0,1670,6824,1.0,0,0,3,7,1300,370,1660,7586,0,3
610,340000.0,2,2.5,1100,1760,3.0,0,0,3,7,1100,0,1200,1415,0,3
611,650000.0,3,2.0,1870,3388,1.0,0,0,4,8,1230,640,1780,4050,0,0
612,533600.0,3,2.5,1930,5080,2.0,0,0,4,8,1930,0,2190,5085,0,3
613,695000.0,3,2.75,2540,4694,2.0,0,0,3,9,2540,0,2600,6344,0,3
614,242000.0,3,1.75,1280,7524,1.5,0,0,4,7,1280,0,1500,7777,0,3
615,425000.0,3,2.25,1820,8814,1.0,0,0,3,7,1280,540,1810,7515,0,2
616,525000.0,3,2.25,1490,9414,2.0,0,0,3,7,1490,0,1290,10125,0,2
617,485000.0,3,2.5,1880,5502,2.0,0,0,3,8,1880,0,2040,5411,0,3
618,175000.0,3,1.0,1250,9775,1.0,0,0,3,7,1250,0,1390,9650,0,2
619,210000.0,3,2.0,1440,7210,1.0,0,0,3,8,1440,0,1700,7245,0,2
620,260000.0,3,2.5,1920,7415,2.0,0,0,3,7,1920,0,1930,7536,0,3
621,577000.0,3,2.5,2060,5750,1.0,0,0,3,7,1330,730,1920,5750,0,2
622,200000.0,3,1.5,1210,10588,1.0,0,0,4,7,1210,0,1408,10588,0,2
623,605000.0,2,1.75,1760,5000,1.0,0,0,4,7,940,820,1530,5000,0,0
624,325000.0,3,1.0,990,6750,1.0,0,0,4,6,990,0,1440,6860,0,1
625,289500.0,3,1.0,960,6400,1.0,0,0,4,6,820,140,1200,6600,0,1
626,559950.0,3,2.5,1660,1458,3.0,0,0,3,9,1660,0,1660,1784,0,3
627,1042500.0,3,1.75,1900,9375,1.0,0,1,4,8,1330,570,2760,9375,0,1
628,543500.0,3,2.25,1270,2790,1.0,0,0,3,7,990,280,1920,4000,0,2
630,218000.0,3,1.0,960,9633,1.0,0,0,5,6,960,0,1080,8610,0,2
631,565000.0,2,1.75,1330,6000,1.0,0,0,4,7,960,370,1620,6000,1,0
632,426700.0,3,1.75,2080,7700,1.0,0,0,5,7,1600,480,1680,7700,0,2
633,650000.0,3,2.5,2690,11575,1.0,0,3,3,8,2130,560,2390,11782,0,1
634,542000.0,2,1.0,890,3060,1.0,0,0,3,7,770,120,1760,4080,0,0
635,415000.0,3,1.75,1070,8000,1.0,0,0,3,7,1070,0,1200,7990,0,2
636,214000.0,3,1.0,1200,8316,1.0,0,0,4,6,1200,0,1200,8316,0,1
637,245000.0,3,1.5,1360,8910,2.0,0,0,5,7,1360,0,1220,8912,0,1
638,314500.0,3,2.0,2050,13303,1.0,0,0,3,8,2050,0,2180,11590,0,3
639,1120000.0,3,1.5,3000,5750,2.0,0,0,5,9,2000,1000,1820,5750,0,0
640,378000.0,2,2.0,1300,3850,1.0,0,0,3,7,800,500,950,5500,0,2
641,305000.0,4,2.5,2250,9091,1.0,0,0,3,7,1340,910,1540,7802,0,2
642,595000.0,5,2.75,3740,6750,1.0,0,0,4,8,1980,1760,2620,7920,0,2
643,729500.0,3,2.5,1660,1091,3.0,0,1,3,9,1530,130,1510,1352,0,3
644,430000.0,3,2.5,2360,6699,2.0,0,0,3,7,2360,0,2360,4744,0,3
645,240000.0,3,1.75,1760,6500,1.0,0,0,3,7,1150,610,1760,8125,0,3
646,545000.0,3,1.75,1680,6200,1.5,0,0,3,7,1680,0,1680,5100,0,0
647,530000.0,3,1.75,1320,2500,1.0,0,0,3,7,870,450,1580,2750,0,0
648,157000.0,1,1.0,870,26326,1.0,0,0,3,6,870,0,1250,10608,0,1
649,425000.0,4,1.0,1260,7645,1.5,0,0,3,6,1260,0,1170,7649,0,0
650,220000.0,3,1.0,1000,6020,1.0,0,0,3,6,1000,0,1300,8640,0,1
652,325000.0,3,1.0,1920,6862,1.0,0,2,3,7,1120,800,2000,6900,0,1
653,597500.0,3,2.0,2150,5400,1.5,0,0,4,7,1380,770,1940,6500,0,0
654,337000.0,3,2.5,1470,3976,2.0,0,0,3,7,1470,0,1490,4400,0,3
655,1000000.0,3,2.5,3180,10492,2.0,0,2,3,10,3180,0,3000,9812,0,3
657,495000.0,3,1.0,990,6000,1.0,0,0,3,6,990,0,1250,6000,0,1
658,748000.0,4,3.5,2770,3330,2.0,0,0,3,8,1970,800,2180,3380,0,3
659,888000.0,3,1.5,1250,8710,1.0,0,0,4,7,1250,0,1750,9185,0,1
660,269900.0,3,1.75,1140,22267,1.0,0,0,3,7,1140,0,1150,15625,0,2
661,496500.0,4,2.5,2250,14440,1.0,0,0,3,7,1550,700,2090,11400,0,2
662,475000.0,3,2.5,1640,5097,2.0,0,0,3,7,1640,0,1880,6000,0,2
663,312000.0,3,1.5,1255,1374,3.0,0,0,3,7,1255,0,1307,1232,0,3
664,323000.0,3,1.0,1290,12231,1.0,0,0,3,7,1290,0,1390,11632,0,2
665,331000.0,3,1.75,1300,9079,1.0,0,0,3,7,1300,0,1890,7369,0,2
666,306000.0,3,1.5,1220,1086,3.0,0,0,3,8,1220,0,1220,1422,0,3
667,655000.0,4,2.5,2630,4000,3.0,0,0,3,8,2630,0,1640,4000,0,3
668,290000.0,3,1.5,1950,15954,1.0,0,0,4,8,1950,0,1940,12667,0,2
670,460000.0,3,1.75,1550,4708,1.0,0,0,4,7,860,690,1880,5600,0,1
671,435000.0,4,2.5,1700,6380,1.0,0,0,4,7,850,850,1380,6380,0,1
672,664000.0,4,2.75,2510,11880,1.0,0,0,5,8,1630,880,2390,11211,0,2
673,865000.0,4,1.75,1800,4180,2.0,0,3,4,8,1800,0,2180,4620,0,0
675,497000.0,3,2.25,1870,9315,1.0,0,0,3,7,1350,520,2230,9579,0,2
676,280000.0,2,1.0,1010,3000,1.0,0,0,4,7,1010,0,1150,7000,0,0
677,188000.0,2,1.5,1120,17487,1.0,0,0,3,6,1120,0,1690,8056,0,0
678,478500.0,3,1.0,2090,4755,1.0,0,2,3,8,1200,890,1850,5300,0,2
680,222000.0,3,2.0,1440,7187,1.0,0,0,4,7,970,470,1440,7187,0,2
682,609900.0,4,2.5,3190,7399,2.0,0,0,3,10,3190,0,3250,7323,0,3
683,413000.0,4,3.5,2380,5809,2.0,0,0,4,7,1750,630,1620,5775,0,3
684,400000.0,4,1.0,1420,4875,1.5,0,0,3,7,1420,0,1110,5413,0,1
685,802541.0,5,2.75,2990,6768,2.0,0,0,3,9,2990,0,2870,6768,0,3
686,320000.0,3,2.5,2680,7757,2.0,0,0,3,8,2680,0,2430,8231,0,3
687,507000.0,4,2.5,2730,7649,2.0,0,0,3,7,2730,0,2730,6216,0,3
688,387500.0,3,1.0,1220,8329,1.0,0,0,3,6,1220,0,1490,8322,0,1
689,396000.0,3,1.0,1500,12616,1.0,0,0,3,7,1500,0,1820,13950,0,2
690,373000.0,3,1.75,1830,11788,1.0,0,1,3,8,1430,400,2140,11964,0,2
692,359900.0,4,2.25,2470,7698,2.0,0,0,3,8,2470,0,2330,7986,0,2
693,410000.0,2,1.0,800,4342,1.0,0,0,3,6,670,130,1210,4343,0,0
695,245000.0,3,2.0,1410,5760,1.0,0,0,3,7,1410,0,1670,6222,0,2
697,268000.0,4,1.75,1680,9966,1.0,0,0,3,7,1100,580,2400,10369,0,2
698,225000.0,3,1.75,1760,26055,1.0,0,0,3,7,920,840,1350,13475,0,2
699,980000.0,4,2.25,2240,11034,2.0,0,0,3,8,2240,0,2300,11550,0,2
700,795000.0,2,1.0,1380,5000,1.5,0,2,3,5,1380,0,1500,5000,0,0
701,195000.0,2,1.0,820,5100,1.0,0,0,3,6,820,0,1170,5304,0,1
702,480000.0,4,2.0,2180,10575,1.0,0,0,2,6,1730,450,2180,12010,0,1
703,485000.0,4,2.0,1400,3600,1.0,0,0,3,7,1100,300,1630,2048,0,0
704,130000.0,2,1.0,880,9000,1.0,0,0,3,5,880,0,1410,10000,0,0
705,325000.0,2,1.0,1060,5703,1.0,0,2,4,6,1060,0,2240,4416,0,1
706,440000.0,3,1.75,1530,7245,1.0,0,0,4,7,1530,0,1530,7490,0,2
707,550000.0,4,1.75,2480,14782,1.0,0,3,3,8,1460,1020,2910,10800,0,2
708,310000.0,3,1.75,1490,7150,1.0,0,0,5,6,1490,0,1350,9100,0,2
710,390000.0,4,2.5,2340,8548,2.0,0,0,3,8,2340,0,1970,6818,0,3
711,243000.0,3,1.75,1450,12125,1.0,0,0,4,7,1450,0,1210,12125,0,2
712,639000.0,4,2.5,2210,9875,2.0,0,0,3,9,2210,0,2440,8799,0,3
713,215000.0,4,1.0,1130,7400,1.0,0,0,4,7,1130,0,1540,7379,0,2
714,405000.0,5,1.75,1550,10500,1.0,0,0,3,7,1100,450,1420,9823,0,2
715,250000.0,4,1.75,1710,7140,1.0,0,0,5,7,1010,700,1770,8960,0,2
716,405500.0,3,1.5,1010,8108,1.0,0,0,5,7,1010,0,1300,8108,0,1
717,452000.0,6,2.25,2660,13579,2.0,0,0,3,7,2660,0,1120,8242,1,1
718,730000.0,6,2.25,2660,13579,2.0,0,0,3,7,2660,0,1120,8242,1,1
719,267000.0,3,2.0,1300,9644,1.0,0,0,3,7,1300,0,1430,9656,0,3
720,289950.0,3,2.5,1670,6186,2.0,0,0,3,7,1670,0,2390,6924,0,3
721,565000.0,2,1.0,960,4080,1.0,0,0,5,7,960,0,1300,4080,0,0
723,636000.0,3,2.5,2140,2770,2.0,0,0,3,8,1770,370,2510,2708,0,3
